data,count,label
http://edamontology.org/data_1040,1,CATH domain ID
http://edamontology.org/data_1042,2,SCOP sunid
http://edamontology.org/data_1045,31,Species name
http://edamontology.org/data_1046,5,Strain name
http://edamontology.org/data_1047,2,URI
http://edamontology.org/data_1048,5,Database ID
http://edamontology.org/data_1050,19,File name
http://edamontology.org/data_1051,1,Ontology name
http://edamontology.org/data_1052,3,URL
http://edamontology.org/data_1056,6,Database name
http://edamontology.org/data_1057,1,Sequence database name
http://edamontology.org/data_1063,2,Sequence identifier
http://edamontology.org/data_1068,1,Phylogenetic tree ID
http://edamontology.org/data_1070,1,Structure ID
http://edamontology.org/data_1075,4,Protein family identifier
http://edamontology.org/data_1077,2,Transcription factor identifier
http://edamontology.org/data_1081,1,Genotype and phenotype annotation ID
http://edamontology.org/data_1082,2,Pathway or network identifier
http://edamontology.org/data_1084,1,Data resource definition ID
http://edamontology.org/data_1086,7,Compound identifier
http://edamontology.org/data_1087,2,Ontology concept ID
http://edamontology.org/data_1088,4,Article ID
http://edamontology.org/data_1089,1,FlyBase ID
http://edamontology.org/data_1093,1,Sequence accession
http://edamontology.org/data_1096,9,Sequence accession (protein)
http://edamontology.org/data_1097,14,Sequence accession (nucleic acid)
http://edamontology.org/data_1098,3,RefSeq accession
http://edamontology.org/data_1103,6,EMBL/GenBank/DDBJ ID
http://edamontology.org/data_1104,1,Sequence cluster ID (UniGene)
http://edamontology.org/data_1105,5,dbEST accession
http://edamontology.org/data_1106,5,dbSNP ID
http://edamontology.org/data_1114,2,Sequence motif identifier
http://edamontology.org/data_1119,3,JASPAR profile ID
http://edamontology.org/data_1127,56,PDB ID
http://edamontology.org/data_1131,1,Protein family name
http://edamontology.org/data_1133,1,InterPro accession
http://edamontology.org/data_1136,1,PIRSF ID
http://edamontology.org/data_1137,1,PRINTS code
http://edamontology.org/data_1138,6,Pfam accession number
http://edamontology.org/data_1139,1,SMART accession number
http://edamontology.org/data_1141,1,TIGRFam ID
http://edamontology.org/data_1142,5,ProDom accession number
http://edamontology.org/data_1145,1,PRIDE experiment accession number
http://edamontology.org/data_1146,1,EMDB ID
http://edamontology.org/data_1147,3,GEO accession number
http://edamontology.org/data_1149,1,EMAGE ID
http://edamontology.org/data_1150,4,Disease ID
http://edamontology.org/data_1151,1,HGVbase ID
http://edamontology.org/data_1153,2,OMIM ID
http://edamontology.org/data_1154,2,KEGG object identifier
http://edamontology.org/data_1155,2,Pathway ID (reactome)
http://edamontology.org/data_1173,1,ChemSpider ID
http://edamontology.org/data_1174,3,ChEBI ID
http://edamontology.org/data_1176,15,GO concept ID
http://edamontology.org/data_1177,1,MeSH concept ID
http://edamontology.org/data_1179,15,NCBI taxonomy ID
http://edamontology.org/data_1187,9,PubMed ID
http://edamontology.org/data_1188,2,DOI
http://edamontology.org/data_1192,3,Tool name (BLAST)
http://edamontology.org/data_1193,10,Tool name (FASTA)
http://edamontology.org/data_1233,33,Sequence set (protein)
http://edamontology.org/data_1234,47,Sequence set (nucleic acid)
http://edamontology.org/data_1235,5,Sequence cluster
http://edamontology.org/data_1238,7,Proteolytic digest
http://edamontology.org/data_1240,6,PCR primers
http://edamontology.org/data_1245,22,Sequence cluster (protein)
http://edamontology.org/data_1246,9,Sequence cluster (nucleic acid)
http://edamontology.org/data_1249,2,Sequence length
http://edamontology.org/data_1254,2,Sequence property
http://edamontology.org/data_1255,136,Sequence features
http://edamontology.org/data_1261,5,Sequence composition report
http://edamontology.org/data_1262,1,Peptide molecular weight hits
http://edamontology.org/data_1270,34,Feature table
http://edamontology.org/data_1274,17,Map
http://edamontology.org/data_1276,113,Nucleic acid features
http://edamontology.org/data_1277,146,Protein features
http://edamontology.org/data_1278,3,Genetic map
http://edamontology.org/data_1279,1,Sequence map
http://edamontology.org/data_1283,1,Cytogenetic map
http://edamontology.org/data_1285,1,Gene map
http://edamontology.org/data_1286,1,Plasmid map
http://edamontology.org/data_1288,4,Genome map
http://edamontology.org/data_1289,1,Restriction map
http://edamontology.org/data_1347,1,Dirichlet distribution
http://edamontology.org/data_1352,4,Regular expression
http://edamontology.org/data_1353,44,Sequence motif
http://edamontology.org/data_1354,9,Sequence profile
http://edamontology.org/data_1355,4,Protein signature
http://edamontology.org/data_1361,9,Position frequency matrix
http://edamontology.org/data_1362,1,Position weight matrix
http://edamontology.org/data_1364,26,Hidden Markov model
http://edamontology.org/data_1365,2,Fingerprint
http://edamontology.org/data_1381,30,Pair sequence alignment
http://edamontology.org/data_1383,113,Nucleic acid sequence alignment
http://edamontology.org/data_1384,28,Protein sequence alignment
http://edamontology.org/data_1385,2,Hybrid sequence alignment
http://edamontology.org/data_1394,3,Alignment score or penalty
http://edamontology.org/data_1401,1,Match reward score
http://edamontology.org/data_1413,2,Sequence similarity
http://edamontology.org/data_1427,1,Phylogenetic discrete data
http://edamontology.org/data_1442,3,Phylogenetic tree distances
http://edamontology.org/data_1448,1,Comparison matrix (nucleotide)
http://edamontology.org/data_1449,1,Comparison matrix (amino acid)
http://edamontology.org/data_1459,8,Nucleic acid structure
http://edamontology.org/data_1460,151,Protein structure
http://edamontology.org/data_1461,14,Protein-ligand complex
http://edamontology.org/data_1463,47,Small molecule structure
http://edamontology.org/data_1464,2,DNA structure
http://edamontology.org/data_1465,6,RNA structure
http://edamontology.org/data_1467,5,Protein chain
http://edamontology.org/data_1470,3,C-alpha trace
http://edamontology.org/data_1481,7,Protein structure alignment
http://edamontology.org/data_1497,1,Root-mean-square deviation
http://edamontology.org/data_1498,2,Tanimoto similarity score
http://edamontology.org/data_1501,3,Amino acid index
http://edamontology.org/data_1502,4,Amino acid index (chemical classes)
http://edamontology.org/data_1505,9,Amino acid index (molecular weight)
http://edamontology.org/data_1506,1,Amino acid index (hydropathy)
http://edamontology.org/data_1507,1,Amino acid index (White-Wimley data)
http://edamontology.org/data_1519,3,Peptide molecular weights
http://edamontology.org/data_1520,5,Peptide hydrophobic moment
http://edamontology.org/data_1522,9,Protein sequence hydropathy plot
http://edamontology.org/data_1523,1,Protein charge plot
http://edamontology.org/data_1524,1,Protein solubility
http://edamontology.org/data_1526,5,Protein globularity
http://edamontology.org/data_1528,6,Protein isoelectric point
http://edamontology.org/data_1534,1,Peptide immunogenicity data
http://edamontology.org/data_1537,36,Protein structure report
http://edamontology.org/data_1539,7,Protein structural quality report
http://edamontology.org/data_1544,1,Ramachandran plot
http://edamontology.org/data_1545,1,Protein dipole moment
http://edamontology.org/data_1546,1,Protein distance matrix
http://edamontology.org/data_1547,2,Protein contact map
http://edamontology.org/data_1566,10,Protein-ligand interaction report
http://edamontology.org/data_1583,1,Nucleic acid melting profile
http://edamontology.org/data_1584,2,Nucleic acid enthalpy
http://edamontology.org/data_1588,2,DNA base pair stacking energies data
http://edamontology.org/data_1589,1,DNA base pair twist angle data
http://edamontology.org/data_1590,1,DNA base trimer roll angles data
http://edamontology.org/data_1597,10,Codon usage table
http://edamontology.org/data_1600,2,Codon usage bias plot
http://edamontology.org/data_1602,1,Codon usage fraction difference
http://edamontology.org/data_1621,3,Pharmacogenomic test report
http://edamontology.org/data_1622,16,Disease report
http://edamontology.org/data_1636,56,Heat map
http://edamontology.org/data_1667,4,E-value
http://edamontology.org/data_1668,1,Z-value
http://edamontology.org/data_1669,46,P-value
http://edamontology.org/data_1674,1,Sequence database cross-references
http://edamontology.org/data_1691,1,Email address
http://edamontology.org/data_1696,2,Drug report
http://edamontology.org/data_1707,7,Phylogenetic tree image
http://edamontology.org/data_1708,2,RNA secondary structure image
http://edamontology.org/data_1709,1,Protein secondary structure image
http://edamontology.org/data_1710,5,Structure image
http://edamontology.org/data_1711,8,Sequence alignment image
http://edamontology.org/data_1712,5,Chemical structure image
http://edamontology.org/data_1713,3,Fate map
http://edamontology.org/data_1714,1,Microarray spots image
http://edamontology.org/data_1731,1,Ontology concept definition
http://edamontology.org/data_1742,3,PDB residue number
http://edamontology.org/data_1743,2,Atomic coordinate
http://edamontology.org/data_1755,2,Protein atom
http://edamontology.org/data_1756,5,Protein residue
http://edamontology.org/data_1759,1,PDB model number
http://edamontology.org/data_1772,89,Score
http://edamontology.org/data_1795,1,Gene ID (EcoGene)
http://edamontology.org/data_1796,1,Gene ID (FlyBase)
http://edamontology.org/data_1807,2,ORF name
http://edamontology.org/data_1857,3,Atomic occupancy
http://edamontology.org/data_1860,1,QTL map
http://edamontology.org/data_1863,4,Haplotype map
http://edamontology.org/data_1864,2,Map set data
http://edamontology.org/data_1868,8,Taxon
http://edamontology.org/data_1869,5,Organism identifier
http://edamontology.org/data_1870,5,Genus name
http://edamontology.org/data_1872,12,Taxonomic classification
http://edamontology.org/data_1893,8,Locus ID
http://edamontology.org/data_1895,1,Locus ID (AGI)
http://edamontology.org/data_1900,2,NCBI locus tag
http://edamontology.org/data_1904,7,Locus ID (EntrezGene)
http://edamontology.org/data_1916,43,Alignment
http://edamontology.org/data_1917,6,Atomic property
http://edamontology.org/data_2007,5,UniProt keyword
http://edamontology.org/data_2012,55,Sequence coordinates
http://edamontology.org/data_2016,2,Amino acid property
http://edamontology.org/data_2019,7,Map data
http://edamontology.org/data_2024,5,Enzyme kinetics data
http://edamontology.org/data_2025,1,Michaelis Menten plot
http://edamontology.org/data_2026,1,Hanes Woolf plot
http://edamontology.org/data_2042,11,Evidence
http://edamontology.org/data_2044,352,Sequence
http://edamontology.org/data_2048,293,Report
http://edamontology.org/data_2050,9,Molecular property (general)
http://edamontology.org/data_2070,26,Sequence motif (nucleic acid)
http://edamontology.org/data_2071,6,Sequence motif (protein)
http://edamontology.org/data_2080,75,Database search results
http://edamontology.org/data_2082,75,Matrix
http://edamontology.org/data_2084,13,Nucleic acid report
http://edamontology.org/data_2085,14,Structure report
http://edamontology.org/data_2086,1,Nucleic acid structure data
http://edamontology.org/data_2087,13,Molecular property
http://edamontology.org/data_2091,9,Accession
http://edamontology.org/data_2093,40,Data reference
http://edamontology.org/data_2099,10,Name
http://edamontology.org/data_2108,4,Reaction ID
http://edamontology.org/data_2109,1,Identifier (hybrid)
http://edamontology.org/data_2118,1,Person identifier
http://edamontology.org/data_2127,1,Genetic code identifier
http://edamontology.org/data_2129,3,File format name
http://edamontology.org/data_2133,1,Logical operator
http://edamontology.org/data_2140,2,Concentration
http://edamontology.org/data_2160,1,Fickett testcode plot
http://edamontology.org/data_2161,3,Sequence similarity plot
http://edamontology.org/data_2162,1,Helical wheel
http://edamontology.org/data_2163,1,Helical net
http://edamontology.org/data_2165,2,Protein ionisation curve
http://edamontology.org/data_2166,9,Sequence composition plot
http://edamontology.org/data_2167,1,Nucleic acid density plot
http://edamontology.org/data_2168,1,Sequence trace image
http://edamontology.org/data_2190,1,Sequence checksum
http://edamontology.org/data_2193,4,Database entry metadata
http://edamontology.org/data_2209,4,Mutation ID
http://edamontology.org/data_2223,11,Ontology metadata
http://edamontology.org/data_2254,1,OBO file format name
http://edamontology.org/data_2291,28,UniProt ID
http://edamontology.org/data_2292,2,GenBank accession
http://edamontology.org/data_2294,2,Sequence variation ID
http://edamontology.org/data_2295,30,Gene ID
http://edamontology.org/data_2298,4,Gene ID (HGNC)
http://edamontology.org/data_2299,59,Gene name
http://edamontology.org/data_2301,33,SMILES string
http://edamontology.org/data_2302,2,STRING ID
http://edamontology.org/data_2309,1,Reaction ID (SABIO-RK)
http://edamontology.org/data_2313,3,Carbohydrate report
http://edamontology.org/data_2314,6,GI number
http://edamontology.org/data_2316,2,Cell line name
http://edamontology.org/data_2317,1,Cell line name (exact)
http://edamontology.org/data_2318,1,Cell line name (truncated)
http://edamontology.org/data_2319,1,Cell line name (no punctuation)
http://edamontology.org/data_2320,1,Cell line name (assonant)
http://edamontology.org/data_2326,1,DrugBank ID
http://edamontology.org/data_2327,2,GI number (protein)
http://edamontology.org/data_2337,17,Resource metadata
http://edamontology.org/data_2338,5,Ontology identifier
http://edamontology.org/data_2339,1,Ontology concept name
http://edamontology.org/data_2342,4,Pathway or network name
http://edamontology.org/data_2343,7,Pathway ID (KEGG)
http://edamontology.org/data_2344,1,Pathway ID (NCI-Nature)
http://edamontology.org/data_2345,1,Pathway ID (ConsensusPathDB)
http://edamontology.org/data_2347,4,Sequence cluster ID (UniRef100)
http://edamontology.org/data_2348,4,Sequence cluster ID (UniRef90)
http://edamontology.org/data_2349,4,Sequence cluster ID (UniRef50)
http://edamontology.org/data_2353,62,Ontology data
http://edamontology.org/data_2354,1,RNA family report
http://edamontology.org/data_2355,1,RNA family identifier
http://edamontology.org/data_2365,2,Pathway or network accession
http://edamontology.org/data_2367,7,ASTD ID
http://edamontology.org/data_2368,1,ASTD ID (exon)
http://edamontology.org/data_2369,1,ASTD ID (intron)
http://edamontology.org/data_2370,1,ASTD ID (polya)
http://edamontology.org/data_2371,2,ASTD ID (tss)
http://edamontology.org/data_2373,1,Spot ID
http://edamontology.org/data_2374,2,Spot serial number
http://edamontology.org/data_2380,1,CABRI accession
http://edamontology.org/data_2383,1,EGA accession
http://edamontology.org/data_2384,3,IPI protein ID
http://edamontology.org/data_2385,1,RefSeq accession (protein)
http://edamontology.org/data_2388,4,TAIR accession (At gene)
http://edamontology.org/data_2389,1,UniSTS accession
http://edamontology.org/data_2390,1,UNITE accession
http://edamontology.org/data_2392,1,UniParc accession
http://edamontology.org/data_2393,2,mFLJ/mKIAA number
http://edamontology.org/data_2398,6,Ensembl protein ID
http://edamontology.org/data_2523,18,Phylogenetic data
http://edamontology.org/data_2526,81,Text data
http://edamontology.org/data_2530,6,Organism report
http://edamontology.org/data_2531,31,Protocol
http://edamontology.org/data_2534,3,Sequence attribute
http://edamontology.org/data_2535,2,Sequence tag profile
http://edamontology.org/data_2536,137,Mass spectrometry data
http://edamontology.org/data_2537,1,Protein structure raw data
http://edamontology.org/data_2538,2,Mutation identifier
http://edamontology.org/data_2563,2,Amino acid name (single letter)
http://edamontology.org/data_2580,1,BindingDB Monomer ID
http://edamontology.org/data_2583,2,GO concept ID (molecular function)
http://edamontology.org/data_2589,3,Hierarchy
http://edamontology.org/data_2594,1,UniGene taxon
http://edamontology.org/data_2597,1,CABRI catalogue name
http://edamontology.org/data_2600,169,Pathway or network
http://edamontology.org/data_2603,155,Expression data
http://edamontology.org/data_2610,18,Ensembl ID
http://edamontology.org/data_2618,2,Protein modification ID
http://edamontology.org/data_2619,1,RESID ID
http://edamontology.org/data_2622,1,Compound ID (HMDB)
http://edamontology.org/data_2628,3,BioGRID interaction ID
http://edamontology.org/data_2639,1,PubChem ID
http://edamontology.org/data_2646,2,Compound ID (ChEMBL)
http://edamontology.org/data_2648,1,Reaction kinetics ID (SABIO-RK)
http://edamontology.org/data_2649,1,PharmGKB ID
http://edamontology.org/data_2654,2,Target ID (TTD)
http://edamontology.org/data_2655,1,Cell type identifier
http://edamontology.org/data_2666,2,CDD ID
http://edamontology.org/data_2700,2,CATH identifier
http://edamontology.org/data_2701,2,CATH node ID (family)
http://edamontology.org/data_2702,1,Enzyme ID (CAZy)
http://edamontology.org/data_2704,2,Clone ID (IMAGE)
http://edamontology.org/data_2709,1,CleanEx entry name
http://edamontology.org/data_2710,1,CleanEx dataset code
http://edamontology.org/data_2711,6,Genome report
http://edamontology.org/data_2713,1,Protein ID (CORUM)
http://edamontology.org/data_2714,3,CDD PSSM-ID
http://edamontology.org/data_2715,1,Protein ID (CuticleDB)
http://edamontology.org/data_2716,1,DBD ID
http://edamontology.org/data_2717,2,Oligonucleotide probe annotation
http://edamontology.org/data_2719,1,dbProbe ID
http://edamontology.org/data_2720,1,Dinucleotide property
http://edamontology.org/data_2721,1,DiProDB ID
http://edamontology.org/data_2723,1,Protein ID (DisProt)
http://edamontology.org/data_2725,4,Ensembl transcript ID
http://edamontology.org/data_2729,1,COGEME EST ID
http://edamontology.org/data_2730,3,COGEME unisequence ID
http://edamontology.org/data_2731,1,Protein family ID (GeneFarm)
http://edamontology.org/data_2732,3,Family name
http://edamontology.org/data_2737,4,FIG ID
http://edamontology.org/data_2739,1,Gene ID (Genolist)
http://edamontology.org/data_2741,1,ABS ID
http://edamontology.org/data_2744,1,Locus ID (PseudoCAP)
http://edamontology.org/data_2746,1,MonosaccharideDB ID
http://edamontology.org/data_2749,4,Genome identifier
http://edamontology.org/data_2751,1,GenomeReviews ID
http://edamontology.org/data_2752,1,GlycoMap ID
http://edamontology.org/data_2753,1,Carbohydrate conformational map
http://edamontology.org/data_2755,6,Transcription factor name
http://edamontology.org/data_2756,1,TCID
http://edamontology.org/data_2757,3,Pfam domain name
http://edamontology.org/data_2758,2,Pfam clan ID
http://edamontology.org/data_2759,1,Gene ID (VectorBase)
http://edamontology.org/data_2762,3,Sequence signature report
http://edamontology.org/data_2764,7,Protein name (UniProt)
http://edamontology.org/data_2769,3,Transcript ID
http://edamontology.org/data_2770,3,HIT ID
http://edamontology.org/data_2771,3,HIX ID
http://edamontology.org/data_2772,1,HPA antibody id
http://edamontology.org/data_2775,2,Kinase name
http://edamontology.org/data_2776,3,ConsensusPathDB entity ID
http://edamontology.org/data_2777,1,ConsensusPathDB entity name
http://edamontology.org/data_2778,1,CCAP strain number
http://edamontology.org/data_2782,1,SMART domain name
http://edamontology.org/data_2784,1,RNAVirusDB ID
http://edamontology.org/data_2787,3,NCBI genome accession
http://edamontology.org/data_2789,4,Protein ID (TopDB)
http://edamontology.org/data_2791,2,Reference map name (SWISS-2DPAGE)
http://edamontology.org/data_2792,1,Protein ID (PeroxiBase)
http://edamontology.org/data_2793,1,SISYPHUS ID
http://edamontology.org/data_2794,1,ORF ID
http://edamontology.org/data_2795,1,ORF identifier
http://edamontology.org/data_2796,1,LINUCS ID
http://edamontology.org/data_2797,2,Protein ID (LGICdb)
http://edamontology.org/data_2798,1,MaizeDB ID
http://edamontology.org/data_2799,1,Gene ID (MfunGD)
http://edamontology.org/data_2800,4,Orpha number
http://edamontology.org/data_2802,3,Protein ID (EcID)
http://edamontology.org/data_2803,1,Clone ID (RefSeq)
http://edamontology.org/data_2804,1,Protein ID (ConoServer)
http://edamontology.org/data_2805,2,GeneSNP ID
http://edamontology.org/data_2812,1,Lipid identifier
http://edamontology.org/data_2835,1,Gene ID (VBASE2)
http://edamontology.org/data_2836,1,DPVweb ID
http://edamontology.org/data_2849,1,Abstract
http://edamontology.org/data_2850,2,Lipid structure
http://edamontology.org/data_2851,2,Drug structure
http://edamontology.org/data_2854,16,Position-specific scoring matrix
http://edamontology.org/data_2855,4,Distance matrix
http://edamontology.org/data_2856,4,Structural distance matrix
http://edamontology.org/data_2858,12,Ontology concept
http://edamontology.org/data_2865,2,Codon usage bias
http://edamontology.org/data_2872,16,ID list
http://edamontology.org/data_2877,15,Protein complex
http://edamontology.org/data_2878,8,Protein structural motif
http://edamontology.org/data_2884,229,Plot
http://edamontology.org/data_2886,75,Protein sequence record
http://edamontology.org/data_2887,76,Nucleic acid sequence record
http://edamontology.org/data_2892,3,Cell type name
http://edamontology.org/data_2899,4,Drug name
http://edamontology.org/data_2905,1,Lipid accession
http://edamontology.org/data_2906,1,Peptide ID
http://edamontology.org/data_2907,3,Protein accession
http://edamontology.org/data_2909,15,Organism name
http://edamontology.org/data_2912,7,Strain accession
http://edamontology.org/data_2913,1,Virus identifier
http://edamontology.org/data_2914,7,Sequence features metadata
http://edamontology.org/data_2955,62,Sequence report
http://edamontology.org/data_2958,1,Nucleic acid melting curve
http://edamontology.org/data_2959,1,Nucleic acid probability profile
http://edamontology.org/data_2968,163,Image
http://edamontology.org/data_2969,9,Sequence image
http://edamontology.org/data_2970,2,Protein hydropathy data
http://edamontology.org/data_2974,53,Protein sequence (raw)
http://edamontology.org/data_2975,33,Nucleic acid sequence (raw)
http://edamontology.org/data_2976,235,Protein sequence
http://edamontology.org/data_2977,138,Nucleic acid sequence
http://edamontology.org/data_2978,4,Reaction data
http://edamontology.org/data_2979,5,Peptide property
http://edamontology.org/data_2984,17,Pathway or network report
http://edamontology.org/data_2992,11,Protein structure image
http://edamontology.org/data_3002,132,Annotation track
http://edamontology.org/data_3021,71,UniProt accession
http://edamontology.org/data_3028,49,Taxonomy
http://edamontology.org/data_3108,60,Experimental measurement
http://edamontology.org/data_3110,17,Raw microarray data
http://edamontology.org/data_3111,32,Processed microarray data
http://edamontology.org/data_3112,77,Gene expression matrix
http://edamontology.org/data_3113,9,Sample annotation
http://edamontology.org/data_3115,5,Microarray metadata
http://edamontology.org/data_3117,8,Microarray hybridisation data
http://edamontology.org/data_3128,5,Nucleic acid structure report
http://edamontology.org/data_3134,23,Gene transcript report
http://edamontology.org/data_3148,3,Gene family report
http://edamontology.org/data_3154,4,Protein alignment
http://edamontology.org/data_3181,9,Sequence assembly report
http://edamontology.org/data_3210,11,Genome index
http://edamontology.org/data_3236,1,Cytoband position
http://edamontology.org/data_3241,1,Kinetic model
http://edamontology.org/data_3264,2,COSMIC ID
http://edamontology.org/data_3271,4,Gene tree
http://edamontology.org/data_3272,6,Species tree
http://edamontology.org/data_3273,5,Sample ID
http://edamontology.org/data_3274,1,MGI accession
http://edamontology.org/data_3275,6,Phenotype name
http://edamontology.org/data_3424,14,Raw image
http://edamontology.org/data_3425,1,Carbohydrate property
http://edamontology.org/data_3442,4,MRI image
http://edamontology.org/data_3449,8,Cell migration track image
http://edamontology.org/data_3479,3,Gene order
http://edamontology.org/data_3483,14,Spectrum
http://edamontology.org/data_3488,7,NMR spectrum
http://edamontology.org/data_3490,6,Chemical structure sketch
http://edamontology.org/data_3492,1,Nucleic acid signature
http://edamontology.org/data_3494,127,DNA sequence
http://edamontology.org/data_3495,81,RNA sequence
http://edamontology.org/data_3496,13,RNA sequence (raw)
http://edamontology.org/data_3497,43,DNA sequence (raw)
http://edamontology.org/data_3498,189,Sequence variations
http://edamontology.org/data_3505,5,Bibliography
http://edamontology.org/data_3509,5,Ontology mapping
http://edamontology.org/data_3546,10,Image metadata
http://edamontology.org/data_3558,1,Clinical trial report
http://edamontology.org/data_3567,4,Reference sample report
http://edamontology.org/data_3568,2,Gene Expression Atlas Experiment ID
http://edamontology.org/data_3667,2,Disease identifier
http://edamontology.org/data_3668,7,Disease name
http://edamontology.org/data_3669,3,Training material
http://edamontology.org/data_3671,20,Text
http://edamontology.org/data_3707,15,Biodiversity data
http://edamontology.org/data_3718,1,Pathogenicity report
http://edamontology.org/data_3719,1,Biosafety classification
http://edamontology.org/data_3720,4,Geographic location
http://edamontology.org/data_3721,1,Isolation source
http://edamontology.org/data_3722,3,Physiology parameter
http://edamontology.org/data_3723,1,Morphology parameter
http://edamontology.org/data_3736,15,Ecological data
http://edamontology.org/data_3753,36,Over-representation data
http://edamontology.org/data_3754,6,GO-term enrichment data
http://edamontology.org/data_3756,2,Localisation score
http://edamontology.org/data_3768,11,Clustered expression profiles
http://edamontology.org/data_3779,9,Annotated text
http://edamontology.org/data_3786,41,Query script
http://edamontology.org/data_3806,2,3D EM Mask
http://edamontology.org/data_3808,1,EM Micrograph
http://edamontology.org/data_3842,1,Molecular simulation data
http://edamontology.org/data_3861,3,Electronic health record
http://edamontology.org/data_3869,13,Simulation
http://edamontology.org/data_3870,29,Trajectory data
http://edamontology.org/data_3871,1,Forcefield parameters
http://edamontology.org/data_3872,13,Topology data
http://edamontology.org/data_3905,5,Histogram
http://edamontology.org/data_3914,7,Quality control report
http://edamontology.org/data_3917,8,Count matrix
http://edamontology.org/data_3932,4,Q-value
